1,824599521407922,36959416173,4
2,824599521407922,42949389811,4
3,952452049853986,92177177109,4
4,952452049853986,89992107415,4
5,631139069451502,41676215001,4
6,631139069451502,57203635594,4
7,124930849647171,38846314977,4
8,124930849647171,49012119178,4
9,575528223630013,29445420417,4
10,575528223630013,22794159999,4
11,118808315392150,45360416154,4
12,118808315392150,16789023217,4
13,193183344968393,71451306502,4
14,193183344968393,85793695839,4
15,639289004476470,43329644529,4
16,639289004476470,83737534816,4
17,380187520940577,87995436997,4
18,380187520940577,79468070047,4
19,528314460353532,76938355212,4
20,528314460353532,14173559809,4
21,241241140027426,76181091930,4
22,241241140027426,42375988048,4
23,563579206159003,69294493508,4
24,563579206159003,23438943310,4
25,258105905195381,82436900399,4
26,258105905195381,61279963866,4
27,289993470146445,59231926962,4
28,289993470146445,48491114535,4
29,501160083489266,96774802112,4
30,501160083489266,28217776364,4
31,366892316106061,28972873567,4
32,366892316106061,46532125684,4
33,804205841980542,23710464888,4
34,804205841980542,99695852451,4
35,504592314852331,15923086991,4
36,504592314852331,12264894771,4
37,755920646088785,28175865221,4
38,755920646088785,41732048761,4
39,500836416137153,64899561362,4
40,500836416137153,93324068898,4
41,618167220517592,85453895787,4
42,618167220517592,49051076460,4
43,232565125289715,52218972113,4
44,232565125289715,76916191354,4
45,225587221148256,80070053864,4
46,225587221148256,57520413821,4
47,525860715610218,12142521710,4
48,525860715610218,83623801702,4
49,766590708252621,37750212514,4
50,766590708252621,50733054202,4
51,770271548033479,42488718833,4
52,770271548033479,78025447230,4
53,470639760162361,69150260476,4
54,470639760162361,99824807724,4
55,782501452380312,77830912824,4
56,782501452380312,65145200548,4
57,817499170670031,83468258880,4
58,817499170670031,23993571199,4
59,585095412528800,58423571538,4
60,585095412528800,86819263137,4
61,804630837972473,35504480890,4
62,804630837972473,48078033529,4
63,487518354887791,61160339315,4
64,487518354887791,57143748261,4
65,306404504401488,39395784805,4
66,306404504401488,98033027099,4
67,487973530603334,24777916572,4
68,487973530603334,96447966956,4
69,177592132343879,97964835751,4
70,177592132343879,16005766899,4
71,907752397841389,57939585190,4
72,907752397841389,34467802064,4
73,550333529889346,75263288401,4
74,550333529889346,31553239433,4
75,977681346557391,69257125130,4
76,977681346557391,33868881736,4
77,990185199794530,85636526708,4
78,990185199794530,22343612537,4
79,175898564215112,57811673688,4
80,175898564215112,80735650317,4
81,914096958840604,43242341242,4
82,914096958840604,94153493876,4
83,471695947901270,44586323691,4
84,471695947901270,39294189120,4
85,560432795713965,48242973895,4
86,560432795713965,33632369364,4
87,245453738773211,48563402429,4
88,245453738773211,95079519130,4
89,940530184998271,52328474831,4
90,940530184998271,74043388038,4
91,869031124415960,50481353241,4
92,869031124415960,77520470987,4
93,883555247320971,47686596077,4
94,883555247320971,36818849254,4
95,508846033290853,10474908893,4
96,508846033290853,90164831688,4
97,605832492737443,65615576108,4
98,605832492737443,86417088144,4
99,513137798024338,90778882444,4
100,513137798024338,50173220522,4
101,340526526468342,85873316765,4
102,340526526468342,78200004727,4
103,847786638490116,69102767037,4
104,847786638490116,60815850497,4
105,346195786406101,60517602084,4
106,346195786406101,51608520101,4
107,557850525221625,87915652719,4
108,557850525221625,55949451533,4
109,609566411233112,19153528999,4
110,609566411233112,57792788000,4
111,679076152936253,49581206699,4
112,679076152936253,53881202687,4
113,818220189939613,88644805131,4
114,818220189939613,80217465842,4
115,905563245275818,38438616676,4
116,905563245275818,14355641028,4
117,158424314182581,19500330811,4
118,158424314182581,36664823141,4
119,794631336743378,34810045673,4
120,794631336743378,79456872007,4
121,817321569431968,78997051875,4
122,817321569431968,36383627417,4
123,217866862466310,98801621981,4
124,217866862466310,57248982700,4
125,937575881151208,37127698966,4
126,937575881151208,20567301626,4
127,578635772704503,12539547156,4
128,578635772704503,77069390242,4
129,495177431900027,78103347930,4
130,495177431900027,49242587470,4
131,408303918114100,70761135246,4
132,408303918114100,38992739558,4
133,876139688897882,78956592357,4
134,876139688897882,45296492831,4
135,210662620988248,66166867000,4
136,210662620988248,40402331307,4
137,398578032752089,95265908224,4
138,398578032752089,81205134468,4
139,646923723604627,67902299296,4
140,646923723604627,21330610916,4
141,130406768392138,34464107275,4
142,130406768392138,38969360768,4
143,586904322972199,57468988011,4
144,586904322972199,34505736936,4
145,362279188244696,93704948121,4
146,362279188244696,26340074833,4
147,598362079689999,56520503807,4
148,598362079689999,70738436710,4
149,739792225481839,57060647236,4
150,739792225481839,19006517979,4
151,378231123635641,22502917387,4
152,378231123635641,26155385855,4
153,753675445962806,49337209830,4
154,753675445962806,58960366298,4
155,104982162420771,71438217409,4
156,104982162420771,33954426606,4
157,832599499754219,95225355739,4
158,832599499754219,19216601329,4
159,494796952265615,57518165609,4
160,494796952265615,26666179575,4
161,790791559999249,39256230387,4
162,790791559999249,57917635698,4
163,471635144954588,31830359930,4
164,471635144954588,62114336866,4
165,315704409885446,71479403564,4
166,315704409885446,29848522499,4
167,481505137746987,73884077587,4
168,481505137746987,19925451241,4
169,929908639442663,21714817858,4
170,929908639442663,22037522934,4
171,268953243055907,69789294885,4
172,268953243055907,58588185691,4
173,434537712235394,54054561904,4
174,434537712235394,93664686086,4
175,403594016110138,30230174053,4
176,403594016110138,65474743536,4
177,917331794358109,78834122997,4
178,917331794358109,42716513939,4
179,215300088133435,70849723668,4
180,215300088133435,90405357338,4
181,927859696781122,71959389041,4
182,927859696781122,90406369640,4
183,420176034452154,12883510431,4
184,420176034452154,61990430166,4
185,715539381527074,22365084968,4
186,715539381527074,97679609925,4
187,498347702120012,40727418893,4
188,498347702120012,35710125882,4
189,219672980802404,51959600128,4
190,219672980802404,42156473617,4
191,787066366019783,81241107730,4
192,787066366019783,44798418054,4
193,365844372728336,99839128520,4
194,365844372728336,35956241774,4
195,946850875865600,89067240436,4
196,946850875865600,93723628137,4
197,263807621246214,14392236389,4
198,263807621246214,94379556698,4
199,941535119358098,50868345794,4
200,941535119358098,77308566383,4
201,867851294012594,55671594593,4
202,867851294012594,68462644468,4
203,792284382089811,15996212313,4
204,792284382089811,80280602820,4
205,600411028986427,59286293912,4
206,600411028986427,79290010565,4
207,261140315107519,59373103518,4
208,261140315107519,67248439450,4
209,844247348057746,70826824756,4
210,844247348057746,90650213803,4
211,103544155673508,92774098463,4
212,103544155673508,93504121540,4
213,422996209649211,41451940140,4
214,422996209649211,37002498870,4
215,236590815249357,39553334768,4
216,236590815249357,98062026947,4
217,306304383723924,15163644673,4
218,306304383723924,30667271381,4
219,979952667413209,50660740921,4
220,979952667413209,88009736316,4
221,630033094902810,91794926874,4
222,630033094902810,84118491885,4
223,117542271106440,74234037130,4
224,117542271106440,28450218323,4
225,346828492793041,40076789956,4
226,346828492793041,21269848320,4
227,590234585018814,24975558452,4
228,590234585018814,88590511587,4
229,979837005243622,96842693450,4
230,979837005243622,14373170976,4
231,940436842666088,39803966386,4
232,940436842666088,84230891657,4
233,120117613477727,36404706673,4
234,120117613477727,20791142798,4
235,535885726921673,17670902199,4
236,535885726921673,59503976501,4
237,448395845931157,77197995291,4
238,448395845931157,11100533845,4
239,346225363964828,96786844026,4
240,346225363964828,41286554904,4
241,720781895422119,26747275592,4
242,720781895422119,29861844490,4
243,272598662925857,37686749312,4
244,272598662925857,89125981196,4
245,513381607924576,20178773331,4
246,513381607924576,52714811097,4
247,474536288015457,15227861182,4
248,474536288015457,11453578855,4
249,175650238442398,15145715783,4
250,175650238442398,96290494462,4
251,651046973164856,12104975523,4
252,651046973164856,92328810150,4
253,700611811460909,88781467958,4
254,700611811460909,11396713425,4
255,968351164923710,79314764054,4
256,968351164923710,73599292380,4
257,673703002540084,61969139329,4
258,673703002540084,42900211750,4
259,776730273590505,14802194701,4
260,776730273590505,99541467310,4
261,848758606187581,48358253866,4
262,848758606187581,44520936361,4
263,574996008915456,44815991974,4
264,574996008915456,48988214850,4
265,774035346769022,29516842644,4
266,774035346769022,63341383439,4
267,774451092235726,62276368426,4
268,774451092235726,43084670159,4
269,445374506812358,51477023394,4
270,445374506812358,15367461133,4
271,806806178438473,44408293781,4
272,806806178438473,95011603696,4
273,408069981211635,78673365540,4
274,408069981211635,15266471111,4
275,976129772286930,22163631265,4
276,976129772286930,59196980989,4
277,746871784479661,18758559355,4
278,746871784479661,38810468756,4
279,283409078692211,19268459306,4
280,283409078692211,50229653270,4
281,210750761799463,20777261371,4
282,210750761799463,94363367304,4
